,movie_id,Unnamed: 0,movie_id,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,importent_feature
118,118,118,118,Tim Burton,Johnny Depp,Christopher Lee,David Kelly,Adventure Comedy Family Fantasy,charlie and the chocolate factory,charlie and the chocolate factory Tim Burton Johnny Depp Christopher Lee David Kelly Adventure Comedy Family Fantasy
119,119,119,119,Brad Bird,Janeane Garofalo,John Ratzenberger,Brian Dennehy,Animation Comedy Family Fantasy,ratatouille,ratatouille Brad Bird Janeane Garofalo John Ratzenberger Brian Dennehy Animation Comedy Family Fantasy
120,120,120,120,Christopher Nolan,Christian Bale,Liam Neeson,Morgan Freeman,Action Adventure,batman begins,batman begins Christopher Nolan Christian Bale Liam Neeson Morgan Freeman Action Adventure
121,121,121,121,Eric Darnell,Bernie Mac,Jada Pinkett Smith,Cedric the Entertainer,Action Adventure Animation Comedy Family,madagascar: escape 2 africa,madagascar: escape 2 africa Eric Darnell Bernie Mac Jada Pinkett Smith Cedric the Entertainer Action Adventure Animation Comedy Family
122,122,122,122,Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Adventure Comedy Family Fantasy,night at the museum: battle of the smithsonian,night at the museum: battle of the smithsonian Shawn Levy Robin Williams Rami Malek Steve Coogan Adventure Comedy Family Fantasy
123,123,123,123,Gavin Hood,Hugh Jackman,Ryan Reynolds,Dominic Monaghan,Action Adventure Fantasy Sci-Fi Thriller,x-men origins: wolverine,x-men origins: wolverine Gavin Hood Hugh Jackman Ryan Reynolds Dominic Monaghan Action Adventure Fantasy Sci-Fi Thriller
124,124,124,124,Lana Wachowski,Essie Davis,Collin Chou,Nona Gaye,Action Sci-Fi,the matrix revolutions,the matrix revolutions Lana Wachowski Essie Davis Collin Chou Nona Gaye Action Sci-Fi
125,125,125,125,Chris Buck,Josh Gad,Maurice LaMarche,Livvy Stubenrauch,Adventure Animation Comedy Family Fantasy Musical,frozen,frozen Chris Buck Josh Gad Maurice LaMarche Livvy Stubenrauch Adventure Animation Comedy Family Fantasy Musical
126,126,126,126,Lana Wachowski,Steve Bastoni,Daniel Bernhardt,Helmut Bakaitis,Action Sci-Fi,the matrix reloaded,the matrix reloaded Lana Wachowski Steve Bastoni Daniel Bernhardt Helmut Bakaitis Action Sci-Fi
127,127,127,127,Alan Taylor,Chris Hemsworth,Natalie Portman,Anthony Hopkins,Action Adventure Fantasy,thor: the dark world,thor: the dark world Alan Taylor Chris Hemsworth Natalie Portman Anthony Hopkins Action Adventure Fantasy
128,128,128,128,George Miller,Tom Hardy,Charlize Theron,Zoë Kravitz,Action Adventure Sci-Fi Thriller,mad max: fury road,mad max: fury road George Miller Tom Hardy Charlize Theron Zoë Kravitz Action Adventure Sci-Fi Thriller
129,129,129,129,Ron Howard,Tom Hanks,Ayelet Zurer,Armin Mueller-Stahl,Mystery Thriller,angels & demons,angels & demons Ron Howard Tom Hanks Ayelet Zurer Armin Mueller-Stahl Mystery Thriller
130,130,130,130,Kenneth Branagh,Chris Hemsworth,Natalie Portman,Anthony Hopkins,Action Adventure Fantasy,thor,thor Kenneth Branagh Chris Hemsworth Natalie Portman Anthony Hopkins Action Adventure Fantasy
131,131,131,131,Byron Howard,Chloë Grace Moretz,Diedrich Bader,James Lipton,Adventure Animation Comedy Drama Family,bolt,bolt Byron Howard Chloë Grace Moretz Diedrich Bader James Lipton Adventure Animation Comedy Drama Family
132,132,132,132,Hoyt Yeatman,Kelli Garner,Piper Mackenzie Harris,Niecy Nash,Action Adventure Animation Comedy Family Fantasy Sci-Fi,g-force,g-force Hoyt Yeatman Kelli Garner Piper Mackenzie Harris Niecy Nash Action Adventure Animation Comedy Family Fantasy Sci-Fi
133,133,133,133,Jonathan Liebesman,Liam Neeson,Edgar Ramírez,Lily James,Action Adventure Fantasy,wrath of the titans,wrath of the titans Jonathan Liebesman Liam Neeson Edgar Ramírez Lily James Action Adventure Fantasy
134,134,134,134,Tim Burton,Johnny Depp,Chloë Grace Moretz,Christopher Lee,Comedy Fantasy Horror,dark shadows,dark shadows Tim Burton Johnny Depp Chloë Grace Moretz Christopher Lee Comedy Fantasy Horror
135,135,135,135,Christopher McQuarrie,Tom Cruise,Jeremy Renner,Sean Harris,Action Adventure Thriller,mission: impossible - rogue nation,mission: impossible - rogue nation Christopher McQuarrie Tom Cruise Jeremy Renner Sean Harris Action Adventure Thriller
136,136,136,136,Joe Johnston,Anthony Hopkins,Simon Merrells,Art Malik,Drama Fantasy Horror Thriller,the wolfman,the wolfman Joe Johnston Anthony Hopkins Simon Merrells Art Malik Drama Fantasy Horror Thriller
137,137,137,137,David Yates,Christoph Waltz,Alexander Skarsgård,Casper Crump,Action Adventure Drama Romance,the legend of tarzan,the legend of tarzan David Yates Christoph Waltz Alexander Skarsgård Casper Crump Action Adventure Drama Romance
138,138,138,138,Steve Hickner,Matthew Broderick,Oprah Winfrey,Rip Torn,Adventure Animation Comedy Family,bee movie,bee movie Steve Hickner Matthew Broderick Oprah Winfrey Rip Torn Adventure Animation Comedy Family
139,139,139,139,Jennifer Yuh Nelson,Angelina Jolie Pitt,Gary Oldman,Mike Bell,Action Adventure Animation Comedy Family,kung fu panda 2,kung fu panda 2 Jennifer Yuh Nelson Angelina Jolie Pitt Gary Oldman Mike Bell Action Adventure Animation Comedy Family
140,140,140,140,M. Night Shyamalan,Seychelle Gabriel,Noah Ringer,Aasif Mandvi,Action Adventure Family Fantasy,the last airbender,the last airbender M. Night Shyamalan Seychelle Gabriel Noah Ringer Aasif Mandvi Action Adventure Family Fantasy
141,141,141,141,J.J. Abrams,Philip Seymour Hoffman,Tom Cruise,Eddie Marsan,Action Adventure Thriller,mission: impossible iii,mission: impossible iii J.J. Abrams Philip Seymour Hoffman Tom Cruise Eddie Marsan Action Adventure Thriller
142,142,142,142,Roland Emmerich,Channing Tatum,Jake Weber,Matt Craven,Action Drama Thriller,white house down,white house down Roland Emmerich Channing Tatum Jake Weber Matt Craven Action Drama Thriller
143,143,143,143,Simon Wells,Elisabeth Harnois,Dan Fogler,Tom Everett Scott,Action Adventure Animation Comedy Family Sci-Fi,mars needs moms,mars needs moms Simon Wells Elisabeth Harnois Dan Fogler Tom Everett Scott Action Adventure Animation Comedy Family Sci-Fi
144,144,144,144,David Bowers,Hugh Jackman,Kate Winslet,David Suchet,Adventure Animation Comedy Family,flushed away,flushed away David Bowers Hugh Jackman Kate Winslet David Suchet Adventure Animation Comedy Family
145,145,145,145,Joe Wright,Hugh Jackman,Cara Delevingne,Nonso Anozie,Adventure Family Fantasy,pan,pan Joe Wright Hugh Jackman Cara Delevingne Nonso Anozie Adventure Family Fantasy
146,146,146,146,Rob Minkoff,Ty Burrell,Zach Callison,Karan Brar,Adventure Animation Comedy Family Sci-Fi,mr. peabody & sherman,mr. peabody & sherman Rob Minkoff Ty Burrell Zach Callison Karan Brar Adventure Animation Comedy Family Sci-Fi
147,147,147,147,Wolfgang Petersen,Brad Pitt,Orlando Bloom,Julian Glover,Adventure,troy,troy Wolfgang Petersen Brad Pitt Orlando Bloom Julian Glover Adventure
148,148,148,148,Eric Darnell,Jada Pinkett Smith,Martin Short,Cedric the Entertainer,Adventure Animation Comedy Family,madagascar 3: europe's most wanted,madagascar 3: europe's most wanted Eric Darnell Jada Pinkett Smith Martin Short Cedric the Entertainer Adventure Animation Comedy Family
149,149,149,149,Lee Tamahori,Toby Stephens,Colin Salmon,Rick Yune,Action Adventure Thriller,die another day,die another day Lee Tamahori Toby Stephens Colin Salmon Rick Yune Action Adventure Thriller
150,150,150,150,Paul Feig,Ed Begley Jr.,Kate McKinnon,Zach Woods,Action Comedy Fantasy Sci-Fi,ghostbusters,ghostbusters Paul Feig Ed Begley Jr. Kate McKinnon Zach Woods Action Comedy Fantasy Sci-Fi
151,151,151,151,Michael Bay,Bruce Willis,Steve Buscemi,Will Patton,Action Adventure Sci-Fi Thriller,armageddon,armageddon Michael Bay Bruce Willis Steve Buscemi Will Patton Action Adventure Sci-Fi Thriller
152,152,152,152,Barry Sonnenfeld,Will Smith,Rosario Dawson,Rip Torn,Action Adventure Comedy Family Fantasy Mystery Sci-Fi,men in black ii,men in black ii Barry Sonnenfeld Will Smith Rosario Dawson Rip Torn Action Adventure Comedy Family Fantasy Mystery Sci-Fi
153,153,153,153,Robert Zemeckis,Robin Wright,Anthony Hopkins,Sebastian Roché,Action Adventure Animation Fantasy,beowulf,beowulf Robert Zemeckis Robin Wright Anthony Hopkins Sebastian Roché Action Adventure Animation Fantasy
154,154,154,154,Alessandro Carloni,J.K. Simmons,Angelina Jolie Pitt,Wayne Knight,Action Adventure Animation Comedy Family,kung fu panda 3,kung fu panda 3 Alessandro Carloni J.K. Simmons Angelina Jolie Pitt Wayne Knight Action Adventure Animation Comedy Family
155,155,155,155,Brad Bird,Tom Cruise,Jeremy Renner,Michael Nyqvist,Action Adventure Thriller,mission: impossible - ghost protocol,mission: impossible - ghost protocol Brad Bird Tom Cruise Jeremy Renner Michael Nyqvist Action Adventure Thriller
156,156,156,156,Peter Ramsey,Hugh Jackman,Kamil McFadden,Khamani Griffin,Adventure Animation Family Fantasy,rise of the guardians,rise of the guardians Peter Ramsey Hugh Jackman Kamil McFadden Khamani Griffin Adventure Animation Family Fantasy
157,157,157,157,Dean Parisot,John Michael Higgins,Richard Burgi,David Herman,Comedy Crime,fun with dick and jane,fun with dick and jane Dean Parisot John Michael Higgins Richard Burgi David Herman Comedy Crime
158,158,158,158,Edward Zwick,Tom Cruise,Tony Goldwyn,Chad Lindberg,Action Drama History War,the last samurai,the last samurai Edward Zwick Tom Cruise Tony Goldwyn Chad Lindberg Action Drama History War
159,159,159,159,Ridley Scott,Christian Bale,María Valverde,Ben Mendelsohn,Action Adventure Drama,exodus: gods and kings,exodus: gods and kings Ridley Scott Christian Bale María Valverde Ben Mendelsohn Action Adventure Drama
160,160,160,160,J.J. Abrams,Chris Hemsworth,Leonard Nimoy,Bruce Greenwood,Action Adventure Sci-Fi,star trek,star trek J.J. Abrams Chris Hemsworth Leonard Nimoy Bruce Greenwood Action Adventure Sci-Fi
161,161,161,161,Sam Raimi,J.K. Simmons,James Franco,Kirsten Dunst,Action Adventure Fantasy Romance,spider-man,spider-man Sam Raimi J.K. Simmons James Franco Kirsten Dunst Action Adventure Fantasy Romance
162,162,162,162,Dean DeBlois,Gerard Butler,Djimon Hounsou,America Ferrera,Action Adventure Animation Comedy Family Fantasy,how to train your dragon 2,how to train your dragon 2 Dean DeBlois Gerard Butler Djimon Hounsou America Ferrera Action Adventure Animation Comedy Family Fantasy
163,163,163,163,Alex Proyas,Gerard Butler,Elodie Yung,Bryan Brown,Action Adventure Fantasy,gods of egypt,gods of egypt Alex Proyas Gerard Butler Elodie Yung Bryan Brown Action Adventure Fantasy
164,164,164,164,Rob Cohen,Sam Shepard,Joe Morton,Richard Roxburgh,Action Adventure Sci-Fi Thriller,stealth,stealth Rob Cohen Sam Shepard Joe Morton Richard Roxburgh Action Adventure Sci-Fi Thriller
165,165,165,165,Zack Snyder,Matt Frewer,Billy Crudup,Stephen McHattie,Action Drama Mystery Sci-Fi,watchmen,watchmen Zack Snyder Matt Frewer Billy Crudup Stephen McHattie Action Drama Mystery Sci-Fi
166,166,166,166,Richard Donner,Jet Li,Rene Russo,Darlene Love,Action Crime Thriller,lethal weapon 4,lethal weapon 4 Richard Donner Jet Li Rene Russo Darlene Love Action Crime Thriller
167,167,167,167,Ang Lee,Kevin Rankin,Regi Davis,Celia Weston,Action Sci-Fi,hulk,hulk Ang Lee Kevin Rankin Regi Davis Celia Weston Action Sci-Fi
168,168,168,168,Jon M. Chu,Channing Tatum,Dwayne Johnson,Elodie Yung,Action Adventure Sci-Fi Thriller,g.i. joe: retaliation,g.i. joe: retaliation Jon M. Chu Channing Tatum Dwayne Johnson Elodie Yung Action Adventure Sci-Fi Thriller
169,169,169,169,Breck Eisner,Matthew McConaughey,Rainn Wilson,Delroy Lindo,Action Adventure Comedy Thriller,sahara,sahara Breck Eisner Matthew McConaughey Rainn Wilson Delroy Lindo Action Adventure Comedy Thriller
170,170,170,170,Hironobu Sakaguchi,Steve Buscemi,Ming-Na Wen,Jean Simmons,Action Adventure Animation Fantasy Romance Sci-Fi,final fantasy: the spirits within,final fantasy: the spirits within Hironobu Sakaguchi Steve Buscemi Ming-Na Wen Jean Simmons Action Adventure Animation Fantasy Romance Sci-Fi
171,171,171,171,Joe Johnston,Chris Evans,Dominic Cooper,Hayley Atwell,Action Adventure Sci-Fi,captain america: the first avenger,captain america: the first avenger Joe Johnston Chris Evans Dominic Cooper Hayley Atwell Action Adventure Sci-Fi
172,172,172,172,Michael Apted,Colin Salmon,Maria Grazia Cucinotta,Desmond Llewelyn,Action Adventure Thriller,the world is not enough,the world is not enough Michael Apted Colin Salmon Maria Grazia Cucinotta Desmond Llewelyn Action Adventure Thriller
173,173,173,173,Peter Weir,James D'Arcy,Lee Ingleby,David Threlfall,Action Adventure Drama History War,master and commander: the far side of the world,master and commander: the far side of the world Peter Weir James D'Arcy Lee Ingleby David Threlfall Action Adventure Drama History War
174,174,174,174,Bill Condon,Robert Pattinson,Kristen Stewart,Taylor Lautner,Adventure Drama Fantasy Romance,the twilight saga: breaking dawn - part 2,the twilight saga: breaking dawn - part 2 Bill Condon Robert Pattinson Kristen Stewart Taylor Lautner Adventure Drama Fantasy Romance
175,175,175,175,George Miller,Robin Williams,Brad Pitt,Common,Animation Comedy Family Musical,happy feet 2,happy feet 2 George Miller Robin Williams Brad Pitt Common Animation Comedy Family Musical
176,176,176,176,Louis Leterrier,Ty Burrell,Peter Mensah,William Hurt,Action Adventure Sci-Fi,the incredible hulk,the incredible hulk Louis Leterrier Ty Burrell Peter Mensah William Hurt Action Adventure Sci-Fi
177,177,177,177,unknown,Don Johnson,Philip Michael Thomas,John Diehl,Action Crime Drama Mystery Thriller,miami vice            ,miami vice             unknown Don Johnson Philip Michael Thomas John Diehl Action Crime Drama Mystery Thriller
178,178,178,178,Steven Spielberg,Mark Rylance,Penelope Wilton,Rafe Spall,Adventure Family Fantasy,the bfg,the bfg Steven Spielberg Mark Rylance Penelope Wilton Rafe Spall Adventure Family Fantasy
179,179,179,179,Alejandro G. Iñárritu,Leonardo DiCaprio,Tom Hardy,Lukas Haas,Adventure Drama Thriller Western,the revenant,the revenant Alejandro G. Iñárritu Leonardo DiCaprio Tom Hardy Lukas Haas Adventure Drama Thriller Western
180,180,180,180,David Soren,Ryan Reynolds,Snoop Dogg,Ben Schwartz,Adventure Animation Comedy Family Sport,turbo,turbo David Soren Ryan Reynolds Snoop Dogg Ben Schwartz Adventure Animation Comedy Family Sport
181,181,181,181,Gore Verbinski,Johnny Depp,Ray Winstone,Stephen Root,Adventure Animation Comedy Family Western,rango,rango Gore Verbinski Johnny Depp Ray Winstone Stephen Root Adventure Animation Comedy Family Western
182,182,182,182,Eric Darnell,Benedict Cumberbatch,Annet Mahendru,Andy Richter,Adventure Animation Comedy Family,penguins of madagascar,penguins of madagascar Eric Darnell Benedict Cumberbatch Annet Mahendru Andy Richter Adventure Animation Comedy Family
183,183,183,183,Paul Greengrass,Matt Damon,Edgar Ramírez,Albert Finney,Action Mystery Thriller,the bourne ultimatum,the bourne ultimatum Paul Greengrass Matt Damon Edgar Ramírez Albert Finney Action Mystery Thriller
184,184,184,184,Mark Osborne,Angelina Jolie Pitt,Wayne Knight,Dan Fogler,Action Adventure Animation Comedy Family,kung fu panda,kung fu panda Mark Osborne Angelina Jolie Pitt Wayne Knight Dan Fogler Action Adventure Animation Comedy Family
185,185,185,185,Peyton Reed,Judy Greer,Hayley Atwell,T.I.,Action Adventure Comedy Sci-Fi,ant-man,ant-man Peyton Reed Judy Greer Hayley Atwell T.I. Action Adventure Comedy Sci-Fi
186,186,186,186,Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Sandra Ellis Lafferty,Adventure Sci-Fi Thriller,the hunger games: catching fire,the hunger games: catching fire Francis Lawrence Jennifer Lawrence Josh Hutcherson Sandra Ellis Lafferty Adventure Sci-Fi Thriller
187,187,187,187,Bill Condon,Robert Pattinson,Kristen Stewart,Taylor Lautner,Adventure Drama Fantasy Romance,the twilight saga: breaking dawn - part 2,the twilight saga: breaking dawn - part 2 Bill Condon Robert Pattinson Kristen Stewart Taylor Lautner Adventure Drama Fantasy Romance
188,188,188,188,Tim Johnson,Jim Parsons,Matt Jones,April Winchell,Adventure Animation Comedy Family Fantasy Sci-Fi,home,home Tim Johnson Jim Parsons Matt Jones April Winchell Adventure Animation Comedy Family Fantasy Sci-Fi
189,189,189,189,Steven Spielberg,Tom Cruise,Lisa Ann Walter,Rick Gonzalez,Adventure Sci-Fi Thriller,war of the worlds,war of the worlds Steven Spielberg Tom Cruise Lisa Ann Walter Rick Gonzalez Adventure Sci-Fi Thriller
190,190,190,190,Michael Bay,Will Smith,Henry Rollins,Jordi Mollà,Action Comedy Crime Thriller,bad boys ii,bad boys ii Michael Bay Will Smith Henry Rollins Jordi Mollà Action Comedy Crime Thriller
191,191,191,191,Chris Miller,Salma Hayek,Constance Marie,Amy Sedaris,Action Adventure Animation Comedy Family Fantasy,puss in boots,puss in boots Chris Miller Salma Hayek Constance Marie Amy Sedaris Action Adventure Animation Comedy Family Fantasy
192,192,192,192,Phillip Noyce,Angelina Jolie Pitt,Andre Braugher,August Diehl,Action Crime Mystery Thriller,salt,salt Phillip Noyce Angelina Jolie Pitt Andre Braugher August Diehl Action Crime Mystery Thriller
193,193,193,193,Darren Aronofsky,Anthony Hopkins,Emma Watson,Logan Lerman,Action Adventure Drama,noah,noah Darren Aronofsky Anthony Hopkins Emma Watson Logan Lerman Action Adventure Drama
194,194,194,194,Steven Spielberg,Toby Jones,Mackenzie Crook,Tony Curran,Action Adventure Family Mystery,the adventures of tintin,the adventures of tintin Steven Spielberg Toby Jones Mackenzie Crook Tony Curran Action Adventure Family Mystery
195,195,195,195,Alfonso Cuarón,Daniel Radcliffe,Gary Oldman,Rupert Grint,Adventure Family Fantasy Mystery,harry potter and the prisoner of azkaban,harry potter and the prisoner of azkaban Alfonso Cuarón Daniel Radcliffe Gary Oldman Rupert Grint Adventure Family Fantasy Mystery
196,196,196,196,Baz Luhrmann,Essie Davis,Bryan Brown,Eddie Baroo,Adventure Drama Romance War,australia,australia Baz Luhrmann Essie Davis Bryan Brown Eddie Baroo Adventure Drama Romance War
197,197,197,197,M. Night Shyamalan,Will Smith,Zoë Kravitz,Glenn Morshower,Action Adventure Sci-Fi,after earth,after earth M. Night Shyamalan Will Smith Zoë Kravitz Glenn Morshower Action Adventure Sci-Fi
198,198,198,198,Eric Leighton,Alfre Woodard,D.B. Sweeney,Della Reese,Adventure Animation Family Thriller,dinosaur,dinosaur Eric Leighton Alfre Woodard D.B. Sweeney Della Reese Adventure Animation Family Thriller
